SCBCRSE_SUBJ_CODE	SUBJ_DESC	SCBCRSE_CRSE_NUMB	College	COLL_DESC	Department	DEPT_DESC	Title	Long_Title	Status	Last_Taught	Schedule_Codes	CIP_Code	Course_Prerequisites	Course_Corequisites	COURSE_DESC
CHI	Chinese	203	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Intermediate Chinese I	Intermediate Chinese I	A	202001	LEC	160310			Intermediate-level study of the Chinese language and cultures of the Chinese-speaking world. Emphasis on active listening, speaking, writing, and reading, and applied vocabulary. Notes: Students with previous knowledge of Chinese are required to take the placement test. Students who are native or heritage speakers of Chinese MUST obtain permission from the instructor before enrolling in the course. No academic credit will be given without department permission if students have already earned credit for an equivalent or higher-level course or have been placed into a higher-level course.
CHI	Chinese	204	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Intermediate Chinese II	Intermediate Chinese II	A	202001	LEC	160301			Continued study of the Chinese language and cultures of the Chinese-speaking world at the intermediate level. Emphasis on active listening, speaking, writing, and reading, and applied vocabulary. Notes: Students with previous knowledge of Chinese are required to take the placement test. Students who are native or heritage speakers of Chinese MUST obtain permission from the instructor before enrolling in the course. No academic credit will be given without department permission if students have already earned credit for an equivalent or higher-level course or have been placed into a higher-level course.
CHI	Chinese	210	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Masterworks Chinese Lit Trans	Masterworks of Chinese Literature in Translation	A	201901	LEC	160301			Readings and discussion of the best works of Chinese literature in English translation from the traditional to the modern periods. Taught in English. 
CHI	Chinese	220	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Modern Chinese Lit and Culture	Modern Chinese Literature and Culture	A	201908	LEC	160301			Introductory Chinese culture course with interdisciplinary perspectives on modern Chinese society, history, literature, and art. Taught in English. 
CHI	Chinese	300X	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Experimental Course	Experimental Course	A		LEC	160301			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
CHI	Chinese	301	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	3rd-Year Chinese Language	Third-Year Chinese Language	A	201908	LEC	160310	 		Third-year Chinese language course to improve oral and written proficiencies, including the Mandarin writing system. Taught in Chinese. 
CHI	Chinese	302	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	3rd-Yr Chinese Convers / Comp	Third-Year Chinese Conversation and Composition	A	202001	LEC	160310	 		Third-year Chinese language course focusing on topics of current interest. Taught in Mandarin Chinese. 
CHI	Chinese	305	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Topics in Chinese Culture	Topics in Chinese Culture	A	202001	LEC	160301	 		Third-year Chinese course exploring topical issues of China through art, literature, film, and popular media. Taught in English and/or Chinese.
CHI	Chinese	313	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Major Figures in Chinese Lit.	Major Figures in Chinese Literature	A	201808	LEC	160301			Selected Chinese authors or figures read and discussed with attention to interpretation and literary analysis. Selection of figures vary. Taught in English with options to read and/or write in Chinese. Notes: May be repeated once for credit when topic varies.
CHI	Chinese	400X	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Experimental Course	Experimental Course	A		LEC	160301			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
CHI	Chinese	491	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Chinese Tutorial	Chinese Tutorial	A	201908	IND	160301	 CHI 204[D-]		Directed program of conversation, reading, research, and individual instruction in Chinese language and literature. Prerequisite: CHI 204 (or equivalent) and by permission of instructor; Notes: Either CHI 491 (fall) or CHI 492 (spring), but not both, can be repeated once, up to three (3) semester hours each time.
CHI	Chinese	492	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Chinese Tutorial	Chinese Tutorial	A	202001	IND	160301	 CHI 204[D-]		Directed program of conversation, reading, research, and individual instruction in Chinese language and literature. Prerequisite: CHI 204 (or equivalent) and by permission of instructor; Notes: Either CHI 491 (fall) or CHI 492 (spring), but not both, can be repeated once, up to three (3) semester hours each time.
CNS	Consortium	100A	OT	Interdisciplinary	UST	Undergraduate Studies	Inter-Institutional Bennett		A	201801	LEC	309999			
CNS	Consortium	100B	OT	Interdisciplinary	UST	Undergraduate Studies	Inter Inst Greensboro College		A	202001	LEC	309999			
CNS	Consortium	100C	OT	Interdisciplinary	UST	Undergraduate Studies	Inter Inst Guilford College		A	202001	LEC	309999			
CNS	Consortium	100E	OT	Interdisciplinary	UST	Undergraduate Studies	Inter Inst High Point College		A	201708	LEC	309999			
CNS	Consortium	100F	OT	Interdisciplinary	UST	Undergraduate Studies	Inter Inst N C A/T State Univ		A	202001	LEC	309999			
CNS	Consortium	100G	OT	Interdisciplinary	UST	Undergraduate Studies	Inter Inst UNC Chapel Hill		A	202001	LEC	309999			
CNS	Consortium	100H	OT	Interdisciplinary	UST	Undergraduate Studies	Inter Inst N C State Univ		A	202001	LEC	309999			
CNS	Consortium	100I	OT	Interdisciplinary	UST	Undergraduate Studies	Inter Inst Duke University		A	201905	LEC	309999			
CNS	Consortium	100J	OT	Interdisciplinary	UST	Undergraduate Studies	Inter Inst UNC Charlotte		A	201908	LEC	309999			
CNS	Consortium	100K	OT	Interdisciplinary	UST	Undergraduate Studies	Inter Inst Guil Tech Comm Coll		A	202001	LEC	309999			
CNS	Consortium	100L	OT	Interdisciplinary	UST	Undergraduate Studies	Inte Inst Elon University		A	201901	LEC	309999			
CNS	Consortium	100M	OT	Interdisciplinary	UST	Undergraduate Studies	Inter Inst N C Central Univ		A	201905	LEC	309999			
CNS	Consortium	500	OT	Interdisciplinary	GST	Graduate Studies	Consortium Elective		A	201908	LEC	309999			
CNS	Consortium	550	OT	Interdisciplinary	GST	Graduate Studies	Consortium Elective		A	201901	LEC	309999			
CRS	Consumer, Apparel, Retail Stds	211	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Textile Sci: Fiber to Finish	Textile Science: From Fiber to Finish	A	202001	LEC	190904			Principles of textile science with emphasis on fiber chemical composition, physical structure, and properties; analyses of yarn and fabric structures and properties; and fundamentals of coloration and finishing.
CRS	Consumer, Apparel, Retail Stds	221	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Culture, Human Behav, Clothing	Culture, Human Behavior, and Clothing	A	201908	LEC	190901			Interaction of clothing and textiles with the individual and society: sociological and psychological implications for non-Western cultures.
CRS	Consumer, Apparel, Retail Stds	231	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Intro to Apparel/Rel Industrs	Introduction to Apparel and Related Industries: From Concept to Consumer	A	202001	LEC	190901			Interaction of the consumer with apparel, retail, and associated industries. Overview of industry processes from raw material to consumption for apparel and other consumer products. Career opportunities explored.
CRS	Consumer, Apparel, Retail Stds	242	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Design Principles/Technology	Design Principles and Technology	A	202001	LEL	190999			Application of the elements and principles of design to analysis of textile products and solution of design problems. Emphasis on textile product design evaluations through verbal and written communications. Prerequisite: CARS major.
CRS	Consumer, Apparel, Retail Stds	255	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Consumr Behav-Apprl/Rel Indust	Consumer Behavior in Apparel and Related Industries	A	202001	LEC	190901			An interdisciplinary study of how and why consumers make specific decisions and behave as they do. Principles and strategic implications of consumer behaviors for apparel and related industries.
CRS	Consumer, Apparel, Retail Stds	262	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Fashion Marketing/Cmmunication	Fashion Marketing and Communication	A	201901	LEC	190905			Integrated marketing communication approach to consumer, apparel, and retailing communication issues. Special emphasis put on professional oral and visual communication of advertising and promotional concepts.
CRS	Consumer, Apparel, Retail Stds	300X	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Experimental Course	Experimental Course	A		LEC	190901			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
CRS	Consumer, Apparel, Retail Stds	312	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Technical Apparel Analysis	Technical Apparel Analysis	A	202001	LEL	190902	 CRS 211[C]	CRS 312L	Overview of the physical structure and properties of fiber, yarns, fabric, and apparel. Examination and evaluation of ready-to-wear apparel and related consumer goods from a consumer perspective. Prerequisite: Minimum grade of C (2.0) in CRS 211; Corequisite: CRS 312L.
CRS	Consumer, Apparel, Retail Stds	312L	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Technical Apparel Analysis Lab	Technical Apparel Analysis Lab	A	202001	LAB	190902	 CRS 211[C]	CRS 312	Laboratory supporting CRS 312. Prerequisite: Minimum grade of C (2.0) in CRS 211; Corequisite: CRS 312; Notes: No grade is awarded with this course number; Grades are awarded with the lecture course.
CRS	Consumer, Apparel, Retail Stds	321	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Social Psychology of Dress	Social Psychology of Dress	A	202001	LEC	190901	 		Social and cognitive processes related to the meanings people assign to clothing cues when perceiving one another. Focus on appearance-related stereotypes: age, gender, physical attractiveness, status, and ethnicity. 
CRS	Consumer, Apparel, Retail Stds	331	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Prof Dev: CnsmrApprlRetail Ind	Professional Development: Consumer, Apparel, and Retail Industries	A	201908	LEC	190999	 (APD 252[C] or APD 250[C] or TDM 250[C]) or (RCS 361[C] or TDM 361[C])		Guidance and preparation for relevant and successful internship experiences in the major. Emphasis on professional norms and behavior. Examination of processes, content, requirements, and options for self-directed learning opportunities. Prerequisite: Overall minimum GPA of 2.20 required for all concentrations; Minimum grade of C (2.0) in APD 252 for Apparel Design concentration; Minimum grade of C (2.0) in RCS 361 for GARI and RCS concentrations.
CRS	Consumer, Apparel, Retail Stds	332	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Intrnshp Consmr Apparel Retail	Internship: Consumer, Apparel, and Retail Industries	A	202005	INT	190999	 CRS 331[C] or TDM 461[C]		Campus-monitored, structured internship experiences in off-campus businesses, minimum 300 supervised clock hours. Application and development of professional skills directly related to the student's concentration in the major. Prerequisite: Minimum grade of C (2.0) in CRS 331; overall GPA of 2.20; 18 s.h. in major; restricted to CARS majors; Notes: May not be taken concurrently with CRS 331.
CRS	Consumer, Apparel, Retail Stds	363	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Glbl Srcng Apprl Rel Cnsmr Prd	Global Sourcing of Apparel and Related Consumer Products	A	202001	LEC	190901	 CRS 231[C] or TDM 231[C]		Sourcing strategies for apparel and related consumer products, global platforms, business and cultural environments, and financial transactions used in conducting business in the international marketplace. Prerequisite: Minimum grade of C (2.0) in CRS 231
CRS	Consumer, Apparel, Retail Stds	372	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Survey of Historic Costume	Survey of Historic Costume	A	201908	LEC	190901			Survey of historic costume from prehistory to present, with emphasis on social, economic, and political events as well as various cultures that have influenced modern dress. 
CRS	Consumer, Apparel, Retail Stds	400	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Sp Prob:Cnsmr Aprl Retail Stu	Special Problems in Consumer Apparel and Retail Studies	A	202001	IND	190901			Individual study. Conference hours to be arranged. Prerequisite: Permission of instructor 
CRS	Consumer, Apparel, Retail Stds	400X	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Experimental Course	Experimental Course	A		LEC	190901			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
CRS	Consumer, Apparel, Retail Stds	405	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Rsrch Mthdlgy Cons Aprl Ret St	Retail Data Analytics	A	202001	LEC	190901			Beginning graduate course in research methodology within the domains of consumer, apparel, and retailing. Concepts, frameworks, and relationships of theory and research. Epistemological issues, types of analysis, methods.
CRS	Consumer, Apparel, Retail Stds	450	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Economics Textl Apparel Complx	Economics of the Textile and Apparel Complex	A		LEC	190901	 ECO 201[C]		Economics and social aspects of production, distribution, and utilization of apparel and textiles. Prerequisite: Grade of C or better in ECO 201 or its equivalent as determined by the instructor; or graduate standing
CRS	Consumer, Apparel, Retail Stds	470	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Apparel Brand Management	Apparel Brand Management	A	202001	LEC	190901			All aspects of managing an apparel brand portfolio, including creating and positioning the brand, establishing brand equity and differentiation, and providing a brand experience for global apparel consumers.
CRS	Consumer, Apparel, Retail Stds	481	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Cntmp Prof Iss Cnsmr Apprl Rtl	Contemporary Professional Issues in Consumer, Apparel, and Retail Studies	A	202001	LEC	190901	 (APD 341[C] or TDM 341[C]) or (RCS 464[C] or TDM 464[C]) or (RCS 560[C] or TDM 560[C])		Study of contemporary issues related to consumer, apparel, and retail studies. Application of knowledge and skills to solve real world industry problems. Prerequisite: For Apparel Design concentration: minimum grade of C (2.0) in APD 341; For GARI concentration: minimum grade of C (2.0) in RCS 464; For RCS concentration: minimum grade of C (2.0) in RCS 460.
CRS	Consumer, Apparel, Retail Stds	482	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Special Problems in CRS	Special Problems in Consumer, Apparel, and Retail Studies	A	201905	IND	190901			Study tours. Conference hours to be arranged. Notes: May be repeated once for a total of four (4) semester hours. 
CRS	Consumer, Apparel, Retail Stds	483	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Problems in CRS	Problems in Consumer, Apparel, and Retail Studies	A		IND	190901			Individual study.
CRS	Consumer, Apparel, Retail Stds	493	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Honors Work	Honors Work	A	202001	IND	190901			Honors Work. Prerequisite: Permission of instructor; 3.30 GPA in the major.
CRS	Consumer, Apparel, Retail Stds	570	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Apparel Brand Management	Apparel Brand Management	A	202001	LEC	190901	 		All aspects of managing an apparel brand portfolio, including creating and positioning the brand, establishing brand equity and differentiation, and providing a brand experience for global apparel consumers.
CRS	Consumer, Apparel, Retail Stds	582	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Problems in CRS	Problems in Consumer, Apparel, and Retail Studies	A	201908	IND	190901			Individual study. 
CRS	Consumer, Apparel, Retail Stds	600X	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Experimental Course	Experimental Course	A		LEC	190901			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
CRS	Consumer, Apparel, Retail Stds	605	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Retail Data Analytics	Retail Data Analytics	A	202001	LEC	190901	 RCS 355[D-]		Beginning graduate course in research methodology within the domains of consumer, apparel, and retailing. Concepts, frameworks, and relationships of theory and research. Epistemological issues, types of analysis, methods. Prerequisite: RCS 355.
CRS	Consumer, Apparel, Retail Stds	620	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Analys of Apparl/Rel Industry	Analysis of Apparel and Related Industries 	A	201908	LEC	190901			Analysis of apparel and related industries from raw materials through consumption. Examination of production and marketing of products, technological developments, and domestic and global market strategies.
CRS	Consumer, Apparel, Retail Stds	630	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Econ Dynamics Retail Complex	Economic Dynamics of the Retail Complex 	A	200701	LEC	190101	 (CRS 530[D-] or CRS 530[C]) and MBA 603[C]		Application of economic concepts to consumption behaviors in the retail industry with special emphasis on apparel and related products. Impact of history, trends, brands, and demographics explored. Prerequisite: CRS 530 and MBA 603 or permission of instructor.
CRS	Consumer, Apparel, Retail Stds	632	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Sprvsd Indstry Practcm in CRS	Supervised Industry Practicum in Consumer, Apparel, and Retail Studies 	A	202001	PRC	190901			Supervised industry practicum combining practical and academic elements. Course supervised by the Director of Graduate Study or designated faculty member. Prerequisite: Permission of Director of Graduate Study; Notes: Six hours of this course may be taken in one semester or three hours may be taken in two consecutive semesters.
CRS	Consumer, Apparel, Retail Stds	682	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Graduate Seminar in CARS	Graduate Seminar in Consumer, Apparel, and Retail Studies 	A	201908	SEM	190901			Fundamentals of graduate studies in Consumer, Apparel, and Retail Studies, including guidelines for development and evaluation of research.
CRS	Consumer, Apparel, Retail Stds	685	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Probs in Retail / Consumer Stu	Problems in Retail and Consumer Studies 	A	202001	IND	190901			Individual study. Investigation of problems in retail and consumer studies.
CRS	Consumer, Apparel, Retail Stds	690	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Minor Research	Minor Research	A	202001	IND	190901			
CRS	Consumer, Apparel, Retail Stds	699	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Thesis	Thesis	A	202001	DTS	190901			
CRS	Consumer, Apparel, Retail Stds	701	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Literature / Thought in CRS	Literature and Thought in Consumer, Apparel, and Retail Studies 	A	201901	LEC	190901			Overview of concepts, frameworks, theory, thought, and empirical research within the domains of consumer, apparel, and retailing. Emphasis on contemporary thinking and identifying opportunities and directions for future research streams. Prerequisite: Admission to PhD in consumer, apparel, and retail studies and permission of instructor.
CRS	Consumer, Apparel, Retail Stds	712	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Theory Dev Cnsmr Apprl Ret Stu	Theory Development in Consumer, Apparel, and Retail Studies 	A	201901	LEC	190901	 		Examination of business related marketing theories to consumer, apparel, and retail studies. Analysis of marketing theories, models, and conceptual frameworks. Includes business-to-business, consumer, customer relationship, and economic theories. Prerequisite: CRS 630, CRS 660, CRS 662 or permission of instructor.
CRS	Consumer, Apparel, Retail Stds	713	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Qualitative Mthdlgy in CRS	Qualitative Methodology in Consumer, Apparel, and Retail Studies 	A	202001	LEC	190901			Exploration of development and use of qualitative research methodology in consumer, apparel, and retail studies. Focus on application of qualitative methodology to diverse research problems, data collection procedures, and analysis approaches.
CRS	Consumer, Apparel, Retail Stds	714	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Adv Quant Methods in CRS	Advanced Quantitative Methods in Consumer, Apparel, and Retail Studies 	A	202001	LEC	190901	 		Concepts, frameworks, theory, and empirical research methods and models within the consumer, apparel, and retailing domains. Emphasis on application of research methods and multivariate statistical models of consumer and retail research issues. Prerequisite: STA 671 or ERM 682 or equivalent and admission to PhD in consumer, apparel, and retail studies or permission of instructor.
CRS	Consumer, Apparel, Retail Stds	721	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Cnsmr Bhvr Apparel / Retailing	Consumer Behavior in Apparel and Retailing 	A	202001	LEC	190905	 CRS 562[D-] or CRS 562[C]		Current theories and research in consumer behavior. Application of consumer behavior models to apparel, apparel-related products, and retailing through individualized research products. Prerequisite: CRS 562 or permission of instructor.
CRS	Consumer, Apparel, Retail Stds	750X	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Experimental Course	Experimental Course	A		LEC	190901			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
CRS	Consumer, Apparel, Retail Stds	765	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	College Tchng Practicum in CRS	College Teaching Practicum in Consumer, Apparel, and Retail Studies 	A	202001	PRC	190901			Supervised, structured experiences in planning, teaching, and evaluating a college level course. Professors provide guidance and mentoring of graduate students during the experience. Prerequisite: Admission to PhD program in consumer, apparel, and retail studies and permission of instructor.
CRS	Consumer, Apparel, Retail Stds	781	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Directed Indiv Study in CRS	Directed Independent Study in Consumer, Apparel, and Retail Studies 	A	202001	IND	190901			
CRS	Consumer, Apparel, Retail Stds	783	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Problems in Apparel	Problems in Apparel 	A		IND	190101			Problems in Apparel.
CRS	Consumer, Apparel, Retail Stds	784	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Problems in Retail Marketing	Problems in Retail Marketing 	A	202001	IND	190901			
CRS	Consumer, Apparel, Retail Stds	786	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Readings in Apparel	Readings in Apparel 	A		IND	190101			Readings in Apparel.
CRS	Consumer, Apparel, Retail Stds	787	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Readings in Retail Marketing	Readings in Retail Marketing 	A		IND	190101			Readings in Retail Marketing.
CRS	Consumer, Apparel, Retail Stds	790	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Independent Doctoral Research	Independent Doctoral Research 	A	202001	IND	190901	 		Individual work on research problem(s) related to student's primary area(s) of specialization. Research conducted with faculty guidance and direction. Objective: develop one or more publishable manuscript(s). Prerequisite: STA 661, STA 662.
CRS	Consumer, Apparel, Retail Stds	799	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Dissertation	Dissertation	A	202001	DTS	190901			Notes: Required of all candidates for the Doctor of Philosophy degree. May be divided over two or more semesters.
CRS	Consumer, Apparel, Retail Stds	801	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Thesis Extension	Thesis Extension	A	202001	DTS	190901			Thesis Extension.
CRS	Consumer, Apparel, Retail Stds	802	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Dissertation Extension	Dissertation Extension	A	202001	DTS	190901			Dissertation Extension.
CRS	Consumer, Apparel, Retail Stds	803	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Research Extension	Research Extension	A	202001	IND	190901			Research Extension.
CSC	Computer Science	0	AS	College of Arts and Sciences	CMP	Computer Science	Computer Science Elective		A	201508	LEC	110101			
CSC	Computer Science	100	AS	College of Arts and Sciences	CMP	Computer Science	Beauty and Joy of Computing	The Beauty and Joy of Computing	A	201708	LEL	110701			A broad-based introduction to key concepts and principles of computer science. Exploration of seven big ideas of computing: creativity, abstraction, data, algorithms, programming, the Internet, and impact of computing.
CSC	Computer Science	101	AS	College of Arts and Sciences	CMP	Computer Science	Intro to Computer Concepts	Introduction to Computer Concepts	A	201908	LEL	110101			Introduction to computers and computing. Topics cover impact of computers on society, ethical issues, hardware, and software applications.
CSC	Computer Science	110	AS	College of Arts and Sciences	CMP	Computer Science	Computational Problem Solving	Computational Problem Solving	A	201801	LEC	110701			Using computing to apply mathematical concepts in developing algorithmic solutions to real-world problems, stressing analysis and logical reasoning. A modern programming language will be introduced for examples and assignments. Prerequisite: Non-Computer Science majors only or permission of instructor.
CSC	Computer Science	120	AS	College of Arts and Sciences	CMP	Computer Science	Intro Cmptr Prgrmng Non-Mjr	Introduction to Computer Programming for Non-Majors	A	202001	LEC	110701			Introduction to computer programming for non-computer science majors, including programming concepts of variables, expressions, decision statements, iteration, functions, and modular design. Language and applications chosen to be relevant to non-majors.
CSC	Computer Science	130	AS	College of Arts and Sciences	CMP	Computer Science	Intro to Computer Science	Introduction to Computer Science	A	202001	LEL	110701	 MAT 120[C] or MAT 150[C] or MAT 151[C] or MAT 190[C] or MAT 191[C]		Programming in a high-level language. Emphasis on problem analysis, problem-solving techniques, and software design principles and techniques. Prerequisite: Acceptable score on the computer science placement test or a grade of at least C (2.0) in MAT 120, MAT 150, MAT 151, MAT 190, or MAT 191; Notes: Computer Science majors should not take MAT 120.
CSC	Computer Science	230	AS	College of Arts and Sciences	CMP	Computer Science	Elem Data Struc / Algorithms	Elementary Data Structures and Algorithms	A	202001	LEC	110701	 CSC 130[C]		Advanced syntax of high level language taught in CSC 130. Emphasis on modularization and abstraction. Big-O analysis of algorithms. Design and use of abstract data types with various implementations. Prerequisite: Grade of at least C (2.0) in CSC 130
CSC	Computer Science	250	AS	College of Arts and Sciences	CMP	Computer Science	Foundations of Comp Science I	Foundations of Computer Science I	A	202001	LEC	110701	 CSC 130[C]		An introduction to the fundamental ideas underlying contemporary computer science with a focus on the computation and construction of objects. Prerequisite: Grade of at least C (2.0) in CSC 130 or permission of instructor.
CSC	Computer Science	261	AS	College of Arts and Sciences	CMP	Computer Science	Computr Org / Assembly Languag	Computer Organization and Assembly Language	A	202005	LEC	110701	 CSC 230[C] and CSC 250[C]		Introduction to the organization of the computer through the use of Assembly Language programming. Data representation, parts of the computer system, Assembly Language fundamentals, instruction sets, memory, and floating-point operations. Prerequisite: Grade of at least C (2.0) in CSC 230 and in CSC 250, or permission of instructor
CSC	Computer Science	300X	AS	College of Arts and Sciences	CMP	Computer Science	Experimental Course	Experimental Course	A		LEC	110701			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
CSC	Computer Science	312	AS	College of Arts and Sciences	CMP	Computer Science	Ethics in Computer Science	Ethics in Computer Science	A	201401	LEC	110701	 CSC 230[C] and CSC 250[C]		Historical and social context of computing, ethical responsibilities of the computing professional, intellectual property rights, and risks and liabilities. Prerequisite: Grade of at least C (2.0) in CSC 230 and in CSC 250, or permission of instructor; Notes: Computer Science majors only.
CSC	Computer Science	330	AS	College of Arts and Sciences	CMP	Computer Science	Advanced Data Structures	Advanced Data Structures	A	202001	LEC	110701	 CSC 230[C] and CSC 250[C]		Static and dynamic data structures emphasizing binary trees and graphs. Advanced programming techniques. Advanced sorting and searching algorithms. Hashing techniques. Performance analysis. Methods of developing large applications programs. Prerequisite: Grade of at least C (2.0) in CSC 230 and in CSC 250
CSC	Computer Science	339	AS	College of Arts and Sciences	CMP	Computer Science	Concepts of Progrming Languags	Concepts of Programming Languages	A	202001	LEC	110201	 CSC 330[C]		Concepts of block-structured, object-oriented, functional, logic, and concurrent programming languages. Comparative study of syntactic and semantic features of these languages and writing programs using them. Prerequisite: Grade of at least C (2.0) in CSC 330
CSC	Computer Science	340	AS	College of Arts and Sciences	CMP	Computer Science	Software Engineering	Software Engineering	A	202001	LEC	110701	 CSC 330[C]		Practical and theoretical concepts of software engineering. Prerequisite: Grade of at least C (2.0) in CSC 330
CSC	Computer Science	350	AS	College of Arts and Sciences	CMP	Computer Science	Foundations of Comp Science II	Foundations of Computer Science II	A	202005	LEC	110701	 CSC 250[C]		High level concepts in the theoretical foundations of computer science. Prerequisite: Grade of at least C (2.0) in CSC 250, or permission of instructor.
CSC	Computer Science	400X	AS	College of Arts and Sciences	CMP	Computer Science	Experimental Course	Experimental Course	A		LEC	110701			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
CSC	Computer Science	405	AS	College of Arts and Sciences	CMP	Computer Science	Data Science	Data Science	A	201908	LEC	110104	 CSC 330[C] and (STA 271[C] or STA 290[C])		Problem-based learning introduction to Data Science, including programming with data; data mining, munging, and wrangling; statistics, analytics, visualization; and applied machine learning, directed towards scientific, social, and environmental challenges. Prerequisite: A grade of C or better in CSC 330 and (STA 271 or STA 290), or permission of instructor (prior programming and statistics experience is required).
CSC	Computer Science	407	AS	College of Arts and Sciences	CMP	Computer Science	Network Analysis	Network Analysis	A	201908	LEC	110701	 CSC 330[C]		Concepts and methods of network analysis, including network data extraction, management, model, visualization, and analysis of network structure and dynamics. Prerequisite: Grade C or better in CSC 330, or permission of instructor.
CSC	Computer Science	410	AS	College of Arts and Sciences	CMP	Computer Science	Big Data and Machine Learning	Big Data and Machine Learning	A	202001	LEC	110104	 CSC 330[D-] and (MAT 191[D-] and STA 271[D-])	CSC 477; MAT 292	Big data definitions and characteristics, computing environment for big data management and processing, machine learning models and algorithms, and scaling up maching learning (high dimensionality reduction). Prerequisite: CSC 330; MAT 191; STA 271; Corequisite: CSC 477; MAT 292
